32.9879769,45.98760868
78.97096878,23.98795858
89.32546467,99.98975865
23.79128663,45.98798677
34.07329837,98.98797646
89.09897957,23.68797657
77.08797689,11.09798688
98.45576566,98.09879876
90.08976877,98.09575315
87.90870987,71.30087989
81.12354366,55.16567715
34.76454343,82.47884676
21.09879679,62.00892325
78.8909808,75.39287043
89.13756112,81.43619216
99.09986871,60.72360244
44.68719623,82.89250373
12.89675649,97.37989686
34.98787576,48.84715332
98.09777799,56.87721319
12.98796986,83.87856466
45.09798688,118.5912173
87.09713569,57.25181946
90.45678988,51.39174408
89.08236779,75.38065167
90.29839764,74.76556403
89.09809708,95.45505292
98.67098787,95.22936602
78.09807986,79.05240617
95.98707071,83.43207142
88.09711235,63.35879032
76.08745697,41.4128853
98.09809707,76.61734128
58.16454011,96.76956643
57.50444762,74.08413012
45.44053073,66.58814441
61.89622268,77.76848242
33.09383174,50.71958891
36.43600951,62.12457082
37.67565486,60.81024665
44.55560838,52.68298337
43.31828263,58.56982472
50.07314563,82.90598149
43.87061265,61.4247098
62.99748075,115.2441528
32.66904376,45.57058882
40.16689901,54.0840548
53.57507753,87.99445276
33.86421497,52.72549438
64.70713867,93.57611869
38.11982403,80.16627545
44.50253806,65.10171157
40.59953838,65.56230126
41.72067636,65.28088692
51.08863468,73.43464155
55.0780959,71.13972786
41.37772653,79.10282968
62.49469743,86.52053844
49.20388754,84.74269781
41.10268519,59.35885025
41.18201611,61.68403752
50.18638949,69.84760416
52.37844622,86.09829121
50.13548549,59.10883927
33.64470601,69.89968164
39.55790122,44.86249071
56.13038882,85.49806778
57.36205213,95.53668685
60.26921439,70.25193442
35.67809389,52.72173496
31.588117,50.39267014
53.66093226,63.64239878
46.68222865,72.24725107
43.10782022,57.81251298
70.34607562,104.2571016
44.49285588,86.64202032
57.5045333,91.486778
36.93007661,55.23166089
55.80573336,79.55043668
38.95476907,44.84712424
56.9012147,80.20752314
56.86890066,83.14274979
34.3331247,55.72348926
59.04974121,77.63418251
57.78822399,99.05141484
54.28232871,79.12064627
51.0887199,69.58889785
50.28283635,69.51050331
44.21174175,73.68756432
38.00548801,61.36690454
32.94047994,67.17065577
53.69163957,85.66820315
68.76573427,114.8538712
46.2309665,90.12357207
68.31936082,97.91982104
50.03017434,81.53699078
49.23976534,72.11183247
50.03957594,85.23200734
48.14985889,66.22495789
25.12848465,53.45439421
